,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,City
2017-04-27,11.1,9.6,14.6,0.0,0.0,,10.8,,1013.5,134.0,CHICAGO IL
2017-04-28,16.8,10.2,27.4,0.3,0.0,209.0,12.2,,1013.9,453.0,CHICAGO IL
2017-04-29,22.2,14.6,28.5,0.0,0.0,241.0,21.2,,1013.3,294.0,CHICAGO IL
2017-04-30,12.4,6.8,17.4,0.3,0.0,84.0,18.7,,1023.9,430.0,CHICAGO IL
2017-05-01,7.9,6.8,8.5,0.0,0.0,103.0,14.8,,1016.6,34.0,CHICAGO IL
2017-05-02,9.3,6.3,18.5,4.8,0.0,40.0,13.0,,1002.8,136.0,CHICAGO IL
2017-05-03,13.2,9.0,17.4,0.0,0.0,268.0,23.8,,1010.0,595.0,CHICAGO IL
2017-05-04,10.3,7.4,12.9,0.0,0.0,117.0,19.1,,1023.6,724.0,CHICAGO IL
2017-05-05,9.0,7.9,10.2,16.3,0.0,99.0,18.4,,1015.3,0.0,CHICAGO IL
2017-05-06,13.0,9.0,17.9,2.5,0.0,,17.3,,1001.3,94.0,CHICAGO IL
2017-05-07,13.8,9.6,17.4,0.0,0.0,190.0,25.2,,1002.1,670.0,CHICAGO IL
2017-05-08,9.7,6.3,12.4,0.0,0.0,260.0,21.6,,1008.0,224.0,CHICAGO IL
2017-05-09,7.7,5.2,10.7,0.0,0.0,86.0,11.9,,1015.1,251.0,CHICAGO IL
2017-05-10,9.6,7.9,12.4,0.0,0.0,69.0,14.8,,1015.5,225.0,CHICAGO IL
2017-05-11,9.9,8.5,11.8,0.0,0.0,52.0,16.6,,1016.5,443.0,CHICAGO IL
2017-05-12,9.3,7.9,11.3,0.3,0.0,70.0,13.3,,1018.1,453.0,CHICAGO IL
2017-05-13,8.9,6.8,11.3,0.5,0.0,120.0,19.1,,1015.5,9.0,CHICAGO IL
2017-05-14,8.4,7.4,10.2,24.1,0.0,355.0,28.8,,,0.0,CHICAGO IL
2017-05-15,10.4,7.9,15.7,1.8,0.0,310.0,23.0,,1000.5,18.0,CHICAGO IL
2017-05-16,17.9,12.4,26.8,0.0,0.0,292.0,19.8,,1010.9,870.0,CHICAGO IL
2017-05-17,23.6,15.2,32.9,0.0,0.0,229.0,17.3,,1012.0,775.0,CHICAGO IL
2017-05-18,28.3,21.3,34.6,1.3,0.0,247.0,23.8,,1009.6,830.0,CHICAGO IL
2017-05-19,26.4,14.0,31.8,0.3,0.0,276.0,25.6,,1010.0,814.0,CHICAGO IL
2017-05-20,14.2,10.7,14.6,0.0,0.0,69.0,17.6,,1024.1,709.0,CHICAGO IL
2017-05-21,13.0,8.5,15.7,0.0,0.0,108.0,16.9,,1027.4,773.0,CHICAGO IL
2017-05-22,11.8,9.6,12.9,3.0,0.0,173.0,13.0,,1021.0,0.0,CHICAGO IL
2017-05-23,13.5,11.3,19.6,0.0,0.0,,10.4,,1012.2,366.0,CHICAGO IL
2017-05-24,14.4,11.8,17.4,0.0,0.0,106.0,9.4,,1009.4,116.0,CHICAGO IL
2017-05-25,11.5,9.6,12.4,16.0,0.0,54.0,24.1,,1009.0,0.0,CHICAGO IL
2017-05-26,11.1,9.0,15.2,14.0,0.0,343.0,16.6,,1001.1,0.0,CHICAGO IL
2017-05-27,13.0,11.3,15.7,0.0,0.0,,14.8,,1010.8,449.0,CHICAGO IL
2017-05-28,14.1,11.8,19.0,0.0,0.0,149.0,13.0,,1014.5,333.0,CHICAGO IL
2017-05-29,11.1,9.0,11.8,1.3,0.0,80.0,16.9,,1017.5,0.0,CHICAGO IL
2017-05-30,10.3,9.0,14.6,0.0,0.0,,11.5,,1021.7,0.0,CHICAGO IL
2017-05-31,14.7,11.8,19.6,1.5,0.0,,12.6,,1016.8,0.0,CHICAGO IL
2017-06-01,18.8,12.9,25.7,4.1,0.0,238.0,15.8,,1011.4,706.0,CHICAGO IL
2017-06-02,18.0,10.2,21.8,0.3,0.0,276.0,22.0,,1012.4,652.0,CHICAGO IL
2017-06-03,15.9,10.7,20.2,0.0,0.0,301.0,16.9,,1012.2,472.0,CHICAGO IL
2017-06-04,16.2,11.8,20.7,4.6,0.0,238.0,15.8,,1013.9,490.0,CHICAGO IL
2017-06-05,12.7,10.7,13.5,15.0,0.0,85.0,25.6,,1011.1,0.0,CHICAGO IL
2017-06-06,9.5,7.9,10.7,20.3,0.0,36.0,27.0,,1009.9,0.0,CHICAGO IL
2017-06-07,12.1,9.6,16.3,1.0,0.0,47.0,13.0,,1014.5,519.0,CHICAGO IL
2017-06-08,15.5,10.2,21.3,0.0,0.0,147.0,12.2,,1015.3,602.0,CHICAGO IL
2017-06-09,17.1,12.4,25.7,0.0,0.0,,16.2,,1005.5,438.0,CHICAGO IL
2017-06-10,22.5,15.7,29.0,0.0,0.0,223.0,18.4,,1012.9,722.0,CHICAGO IL
2017-06-11,25.5,18.5,32.9,0.0,0.0,234.0,23.0,,1013.9,,CHICAGO IL
2017-06-12,28.5,21.3,34.6,0.0,0.0,246.0,17.6,,1012.5,851.0,CHICAGO IL
2017-06-13,28.9,21.8,34.6,13.5,0.0,256.0,16.9,,1009.8,796.0,CHICAGO IL
2017-06-14,21.3,14.6,22.4,0.0,0.0,66.0,16.9,,1015.0,889.0,CHICAGO IL
2017-06-15,17.5,13.5,23.5,0.0,0.0,176.0,18.7,,1018.4,870.0,CHICAGO IL
2017-06-16,17.2,13.5,21.3,54.1,0.0,136.0,16.6,,1017.9,73.0,CHICAGO IL
2017-06-17,15.9,14.0,20.2,0.5,0.0,,7.9,,1014.5,0.0,CHICAGO IL
2017-06-18,22.0,19.6,28.5,0.0,0.0,194.0,21.2,,1011.6,394.0,CHICAGO IL
2017-06-19,23.6,20.7,29.0,0.8,0.0,193.0,25.6,,1010.0,312.0,CHICAGO IL
2017-06-20,23.9,19.6,29.6,3.3,0.0,225.0,22.3,,1010.1,651.0,CHICAGO IL
2017-06-21,24.1,19.0,28.5,0.0,0.0,253.0,20.5,,1010.9,734.0,CHICAGO IL
2017-06-22,23.0,17.9,28.5,0.0,0.0,,13.3,,1013.1,779.0,CHICAGO IL
2017-06-23,24.3,17.9,31.8,0.0,0.0,194.0,19.4,,1006.7,413.0,CHICAGO IL
2017-06-24,24.2,21.3,30.7,2.0,0.0,232.0,20.9,,1002.6,413.0,CHICAGO IL
2017-06-25,24.4,17.9,29.0,0.0,0.0,264.0,16.9,,1012.3,688.0,CHICAGO IL
2017-06-26,21.2,16.3,26.3,0.0,0.0,267.0,18.4,,1014.2,843.0,CHICAGO IL
2017-06-27,19.4,14.0,24.6,2.0,0.0,209.0,15.5,,1014.8,421.0,CHICAGO IL
2017-06-28,18.9,14.0,25.7,0.0,0.0,271.0,17.6,,1016.3,897.0,CHICAGO IL
2017-06-29,21.2,16.8,25.7,0.0,0.0,219.0,20.2,,1018.5,55.0,CHICAGO IL
2017-06-30,22.8,19.6,28.5,1.8,0.0,210.0,21.6,,1014.1,229.0,CHICAGO IL
2017-07-01,24.1,20.2,30.7,2.8,0.0,201.0,22.3,,1013.3,439.0,CHICAGO IL
2017-07-02,25.7,21.3,31.8,0.0,0.0,250.0,18.4,,1011.9,785.0,CHICAGO IL
2017-07-03,26.3,21.3,30.2,0.0,0.0,264.0,20.9,,1012.8,894.0,CHICAGO IL
2017-07-04,24.0,19.0,27.4,0.0,0.0,36.0,10.1,,1017.0,783.0,CHICAGO IL
2017-07-05,21.4,16.3,25.7,0.0,0.0,,13.7,,1022.3,855.0,CHICAGO IL
2017-07-06,21.4,15.7,27.9,0.0,0.0,177.0,15.5,,1019.7,664.0,CHICAGO IL
2017-07-07,18.9,16.3,20.7,7.6,0.0,84.0,13.3,,1010.5,0.0,CHICAGO IL
2017-07-08,21.5,16.8,30.2,10.2,0.0,230.0,14.8,,1006.1,463.0,CHICAGO IL
2017-07-09,23.0,18.5,27.9,0.0,0.0,271.0,19.1,,1012.4,897.0,CHICAGO IL
2017-07-10,24.5,17.9,30.2,0.0,0.0,228.0,20.2,,1016.0,751.0,CHICAGO IL
2017-07-11,22.2,19.0,27.9,4.3,0.0,175.0,13.0,,1013.7,253.0,CHICAGO IL
2017-07-12,24.0,20.2,27.4,33.8,0.0,166.0,12.2,,1014.2,325.0,CHICAGO IL
2017-07-13,18.3,14.0,20.7,3.6,0.0,27.0,16.9,,1017.1,0.0,CHICAGO IL
2017-07-14,16.0,15.2,19.0,0.0,0.0,53.0,11.9,,1019.1,0.0,CHICAGO IL
2017-07-15,18.3,16.3,22.4,0.0,0.0,114.0,10.8,,1012.9,296.0,CHICAGO IL
2017-07-16,22.8,20.2,26.8,0.0,0.0,172.0,15.5,,1013.0,852.0,CHICAGO IL
2017-07-17,23.9,19.6,27.9,0.0,0.0,174.0,13.7,,1017.4,680.0,CHICAGO IL
2017-07-18,22.9,19.6,27.4,3.0,0.0,156.0,12.6,,1018.5,500.0,CHICAGO IL
2017-07-19,25.9,21.8,33.5,0.0,0.0,232.0,14.4,,1015.1,794.0,CHICAGO IL
2017-07-20,28.3,21.3,32.9,0.0,0.0,276.0,12.2,,1012.2,623.0,CHICAGO IL
2017-07-21,26.9,22.4,32.4,0.0,0.0,275.0,16.6,,1009.6,844.0,CHICAGO IL
2017-07-22,25.4,22.4,27.9,0.0,0.0,226.0,12.2,,1009.8,266.0,CHICAGO IL
2017-07-23,21.3,17.4,24.6,0.0,0.0,72.0,18.7,,1011.0,681.0,CHICAGO IL
2017-07-24,16.2,13.5,17.9,35.8,0.0,61.0,22.0,,1013.3,0.0,CHICAGO IL
2017-07-25,15.0,12.9,17.9,0.3,0.0,31.0,13.3,,1019.2,203.0,CHICAGO IL
2017-07-26,18.8,14.6,24.6,0.0,0.0,147.0,13.3,,1022.0,703.0,CHICAGO IL
2017-07-27,19.3,16.8,23.5,1.0,0.0,218.0,19.8,,1014.8,44.0,CHICAGO IL
2017-07-28,21.9,18.5,27.4,0.0,0.0,243.0,12.6,,1010.1,674.0,CHICAGO IL
2017-07-29,19.4,15.2,21.3,0.0,0.0,24.0,22.3,,1011.6,166.0,CHICAGO IL
2017-07-30,18.7,15.2,22.4,0.0,0.0,50.0,16.2,,1014.7,871.0,CHICAGO IL
2017-07-31,20.7,15.7,26.3,0.0,0.0,172.0,13.7,,1016.7,869.0,CHICAGO IL
2017-08-01,23.2,19.0,26.3,0.0,0.0,141.0,12.2,,1016.3,762.0,CHICAGO IL
2017-08-02,22.8,19.6,26.8,24.4,0.0,188.0,13.7,,1017.6,372.0,CHICAGO IL
2017-08-03,22.7,18.5,28.5,0.0,0.0,196.0,16.2,,1019.2,552.0,CHICAGO IL
2017-08-04,23.5,19.6,29.0,0.0,0.0,185.0,16.2,,1017.6,697.0,CHICAGO IL
2017-08-05,22.1,19.0,24.6,4.1,0.0,168.0,15.8,,1012.4,60.0,CHICAGO IL
2017-08-06,21.1,16.8,25.7,0.0,0.0,278.0,22.7,,1014.5,795.0,CHICAGO IL
2017-08-07,21.3,17.4,25.2,0.0,0.0,224.0,15.5,,1018.4,597.0,CHICAGO IL
2017-08-08,19.2,16.3,23.5,0.0,0.0,80.0,13.3,,1013.7,0.0,CHICAGO IL
2017-08-09,22.4,17.9,29.0,0.0,0.0,262.0,13.7,,1020.2,831.0,CHICAGO IL
2017-08-10,22.8,18.5,27.4,0.0,0.0,182.0,13.7,,1022.9,643.0,CHICAGO IL
2017-08-11,21.3,16.8,24.6,0.0,0.0,145.0,15.5,,1020.3,666.0,CHICAGO IL
2017-08-12,19.8,16.8,24.0,2.5,0.0,176.0,14.4,,1014.2,294.0,CHICAGO IL
2017-08-13,24.2,20.7,29.6,0.0,0.0,271.0,16.2,,1011.9,796.0,CHICAGO IL
2017-08-14,21.8,16.8,25.2,0.0,0.0,,9.4,,1016.3,359.0,CHICAGO IL
2017-08-15,22.2,18.5,26.3,0.0,0.0,210.0,14.4,,1013.0,58.0,CHICAGO IL
2017-08-16,23.3,18.5,29.0,0.0,0.0,299.0,16.9,,1012.9,731.0,CHICAGO IL
2017-08-17,22.3,16.8,27.9,0.0,0.0,,12.6,,1016.4,745.0,CHICAGO IL
2017-08-18,21.9,17.9,26.8,6.1,0.0,181.0,17.3,,1012.4,25.0,CHICAGO IL
2017-08-19,20.7,17.9,22.9,0.3,0.0,,10.1,,1008.5,502.0,CHICAGO IL
2017-08-20,23.7,21.8,29.0,0.0,0.0,277.0,17.3,,1013.8,804.0,CHICAGO IL
2017-08-21,24.7,20.2,30.2,0.0,0.0,253.0,15.5,,1019.5,687.0,CHICAGO IL
2017-08-22,25.5,20.7,32.4,0.0,0.0,198.0,20.5,,1012.7,481.0,CHICAGO IL
2017-08-23,25.0,20.2,28.5,1.0,0.0,255.0,19.8,,1007.3,642.0,CHICAGO IL
2017-08-24,22.1,17.4,26.8,0.0,0.0,273.0,12.6,,1012.2,778.0,CHICAGO IL
2017-08-25,19.5,16.8,24.0,0.0,0.0,346.0,12.6,,1017.8,597.0,CHICAGO IL
2017-08-26,18.9,15.2,22.9,0.0,0.0,289.0,12.2,,1023.5,733.0,CHICAGO IL
2017-08-27,17.7,14.0,21.3,0.0,0.0,34.0,12.2,,1025.2,770.0,CHICAGO IL
2017-08-28,17.7,13.5,21.8,0.0,0.0,53.0,10.8,,1026.5,727.0,CHICAGO IL
2017-08-29,16.7,14.0,19.6,0.0,0.0,49.0,11.9,,1024.1,16.0,CHICAGO IL
2017-08-30,17.7,14.6,21.8,1.8,0.0,62.0,14.8,,1013.9,468.0,CHICAGO IL
2017-08-31,19.6,15.2,25.7,0.0,0.0,290.0,19.4,,1010.5,506.0,CHICAGO IL
2017-09-01,16.4,11.3,20.2,0.0,0.0,309.0,23.8,,1016.5,749.0,CHICAGO IL
2017-09-02,15.4,11.3,19.6,0.0,0.0,282.0,15.8,,1022.6,542.0,CHICAGO IL
2017-09-03,15.0,13.5,17.4,7.1,0.0,141.0,20.9,,,0.0,CHICAGO IL
2017-09-04,18.6,14.0,26.8,0.0,0.0,233.0,22.3,,1010.3,702.0,CHICAGO IL
2017-09-05,22.8,17.9,30.7,0.0,0.0,202.0,27.4,,1008.4,583.0,CHICAGO IL
2017-09-06,20.9,16.3,25.7,5.6,0.0,164.0,13.3,,1011.4,70.0,CHICAGO IL
2017-09-07,18.5,15.2,24.0,15.2,0.0,,17.3,,1009.6,417.0,CHICAGO IL
2017-09-08,18.2,14.6,22.9,0.0,0.0,262.0,16.6,,1016.7,577.0,CHICAGO IL
2017-09-09,16.4,12.4,19.6,0.3,0.0,342.0,13.3,,1022.3,620.0,CHICAGO IL
2017-09-10,16.4,12.9,20.2,0.0,0.0,348.0,14.0,,1025.8,694.0,CHICAGO IL
2017-09-11,18.6,12.4,26.3,0.0,0.0,296.0,15.8,,1022.5,692.0,CHICAGO IL
2017-09-12,21.9,15.7,29.6,0.0,0.0,,13.7,,1014.2,690.0,CHICAGO IL
2017-09-13,21.3,17.4,25.2,0.8,0.0,245.0,13.7,,1011.0,680.0,CHICAGO IL
2017-09-14,23.1,19.0,28.5,8.4,0.0,230.0,18.0,,1011.1,233.0,CHICAGO IL
2017-09-15,21.5,18.5,24.6,5.3,0.0,148.0,11.2,,1016.8,300.0,CHICAGO IL
2017-09-16,19.2,16.3,22.4,0.0,0.0,,6.8,,1020.8,261.0,CHICAGO IL
2017-09-17,17.8,15.7,22.4,0.0,0.0,,7.2,,1021.0,334.0,CHICAGO IL
2017-09-18,18.1,16.8,19.6,0.0,0.0,,10.8,,1022.2,0.0,CHICAGO IL
2017-09-19,17.4,16.8,18.5,1.0,0.0,24.0,22.0,,1018.5,0.0,CHICAGO IL
2017-09-20,18.4,16.8,21.8,6.9,0.0,19.0,32.4,,1012.0,0.0,CHICAGO IL
2017-09-21,20.7,16.8,21.8,0.0,0.0,19.0,37.1,,1014.9,242.0,CHICAGO IL
2017-09-22,15.5,13.5,16.8,4.1,0.0,14.0,35.6,,1016.0,0.0,CHICAGO IL
2017-09-23,17.6,15.2,24.0,0.8,0.0,,14.4,,1016.3,421.0,CHICAGO IL
2017-09-24,19.5,15.7,25.7,0.0,0.0,,5.0,,1017.1,688.0,CHICAGO IL
2017-09-25,21.0,17.4,25.2,0.0,0.0,,7.6,,1017.9,671.0,CHICAGO IL
2017-09-26,20.4,16.8,26.3,0.0,0.0,,7.9,,1016.3,503.0,CHICAGO IL
2017-09-27,23.1,17.9,29.6,0.0,0.0,189.0,13.7,,1011.8,551.0,CHICAGO IL
2017-09-28,23.4,13.5,25.2,0.0,0.0,308.0,21.2,,1007.0,605.0,CHICAGO IL
2017-09-29,14.8,10.7,19.6,0.0,0.0,,15.1,,1015.2,681.0,CHICAGO IL
2017-09-30,12.9,9.6,14.6,39.4,0.0,60.0,16.9,,1021.8,0.0,CHICAGO IL
2017-10-01,12.2,7.9,18.5,0.0,0.0,302.0,13.3,,1027.4,697.0,CHICAGO IL
2017-10-02,14.4,10.2,18.5,0.0,0.0,12.0,13.7,,1028.7,687.0,CHICAGO IL
2017-10-03,14.3,10.2,17.9,0.0,0.0,,14.4,,1035.8,677.0,CHICAGO IL
2017-10-04,16.4,11.3,24.6,0.0,0.0,229.0,25.6,,1025.6,660.0,CHICAGO IL
2017-10-05,20.9,17.4,26.3,0.0,0.0,242.0,17.3,,1016.6,429.0,CHICAGO IL
2017-10-06,20.0,15.2,25.2,0.0,0.0,269.0,10.1,,1018.4,352.0,CHICAGO IL
2017-10-07,18.6,15.2,24.0,0.0,0.0,,14.4,,1019.7,344.0,CHICAGO IL
2017-10-08,21.4,19.6,23.5,2.8,0.0,208.0,22.3,,1013.8,7.0,CHICAGO IL
2017-10-09,21.4,19.0,23.5,6.9,0.0,,17.6,,,0.0,CHICAGO IL
2017-10-10,22.8,17.9,25.7,0.0,0.0,285.0,17.3,,1014.6,637.0,CHICAGO IL
2017-10-11,17.8,13.5,19.6,0.3,0.0,23.0,16.6,,1021.5,169.0,CHICAGO IL
2017-10-12,13.2,8.5,14.0,0.0,0.0,47.0,22.0,,1029.7,545.0,CHICAGO IL
2017-10-13,12.2,7.9,16.3,0.0,0.0,88.0,16.9,,1031.2,637.0,CHICAGO IL
2017-10-14,15.1,13.5,17.4,2.5,0.0,,5.0,,1024.3,67.0,CHICAGO IL
2017-10-15,17.7,14.6,23.5,0.0,0.0,205.0,21.6,,1014.0,146.0,CHICAGO IL
2017-10-16,16.6,6.3,20.7,0.0,0.0,298.0,22.0,,1012.6,7.0,CHICAGO IL
2017-10-17,8.5,4.0,14.0,0.0,0.0,289.0,16.6,,1023.8,659.0,CHICAGO IL
2017-10-18,13.6,7.9,21.8,0.0,0.0,237.0,15.1,,1023.7,649.0,CHICAGO IL
2017-10-19,15.9,10.7,22.9,0.0,0.0,209.0,21.2,,1020.3,614.0,CHICAGO IL
2017-10-20,16.9,14.0,21.3,0.0,0.0,276.0,19.8,,1016.7,651.0,CHICAGO IL
2017-10-21,17.4,10.2,25.2,0.0,0.0,236.0,10.8,,1024.3,648.0,CHICAGO IL
2017-10-22,15.5,11.8,18.5,0.0,0.0,,7.6,,1028.8,516.0,CHICAGO IL
2017-10-23,12.9,11.8,17.4,0.0,0.0,,6.5,,1027.0,103.0,CHICAGO IL
2017-10-24,18.7,16.3,23.5,1.8,0.0,163.0,29.9,,1014.9,32.0,CHICAGO IL
2017-10-25,19.1,14.0,20.7,32.8,0.0,160.0,13.7,,1007.3,0.0,CHICAGO IL
2017-10-26,14.6,9.0,16.3,8.9,0.0,130.0,20.5,,1002.4,0.0,CHICAGO IL
2017-10-27,11.1,7.9,16.3,0.0,0.0,242.0,17.6,,1015.0,632.0,CHICAGO IL
2017-10-28,12.9,7.4,19.0,0.0,0.0,187.0,14.0,,1017.3,548.0,CHICAGO IL
2017-10-29,14.3,12.9,15.7,25.4,0.0,124.0,27.0,,1009.6,0.0,CHICAGO IL
2017-10-30,14.8,10.2,17.9,23.9,0.0,200.0,36.7,,,193.0,CHICAGO IL
2017-10-31,11.0,7.4,14.0,0.0,0.0,245.0,20.9,,1014.3,622.0,CHICAGO IL
2017-11-01,8.7,4.6,11.3,0.0,0.0,134.0,10.4,,1027.2,167.0,CHICAGO IL
2017-11-02,14.4,10.7,21.3,0.0,0.0,167.0,14.8,,1025.2,0.0,CHICAGO IL
2017-11-03,17.5,10.2,23.5,0.3,0.0,231.0,23.8,,1016.9,350.0,CHICAGO IL
2017-11-04,9.9,5.7,10.7,0.0,0.0,34.0,16.9,,1026.6,545.0,CHICAGO IL
2017-11-05,10.9,9.6,15.2,0.0,0.0,108.0,16.6,,1025.3,6.0,CHICAGO IL
2017-11-06,15.8,9.6,17.4,2.0,0.0,230.0,21.6,,1012.8,0.0,CHICAGO IL
2017-11-07,8.2,2.4,9.6,3.3,0.0,354.0,16.6,,1022.2,145.0,CHICAGO IL
2017-11-08,4.3,2.4,6.8,0.8,0.0,12.0,18.7,,1024.8,295.0,CHICAGO IL
2017-11-09,4.5,0.7,8.5,0.0,0.0,,11.9,,1021.5,480.0,CHICAGO IL
2017-11-10,4.5,-4.7,9.0,0.5,0.0,280.0,29.5,,1018.4,586.0,CHICAGO IL
2017-11-11,-2.5,-5.3,2.4,0.0,0.0,317.0,15.5,,1031.8,589.0,CHICAGO IL
2017-11-12,1.3,-2.0,6.3,0.0,0.0,,6.1,,1031.9,302.0,CHICAGO IL
2017-11-13,3.9,2.4,5.7,3.3,0.0,336.0,14.8,,1027.9,0.0,CHICAGO IL
2017-11-14,3.5,2.4,6.3,0.0,0.0,352.0,15.8,,1026.5,0.0,CHICAGO IL
2017-11-15,3.6,0.7,6.3,0.0,0.0,50.0,13.0,,1024.8,417.0,CHICAGO IL
2017-11-16,6.0,2.9,9.6,4.8,0.0,,16.2,,1011.1,12.0,CHICAGO IL
2017-11-17,5.0,0.7,6.3,0.0,0.0,293.0,25.9,,1011.1,565.0,CHICAGO IL
2017-11-18,2.8,-1.4,10.7,2.3,0.0,,10.8,,1010.1,168.0,CHICAGO IL
2017-11-19,10.5,2.9,15.2,5.8,0.0,235.0,29.5,,994.3,231.0,CHICAGO IL
2017-11-20,3.2,1.3,5.2,0.0,0.0,256.0,25.9,,1011.4,462.0,CHICAGO IL
2017-11-21,6.9,1.3,14.6,0.0,0.0,214.0,23.0,,1017.5,506.0,CHICAGO IL
2017-11-22,8.9,2.9,10.7,22.6,0.0,,18.0,,1012.6,0.0,CHICAGO IL
2017-11-23,2.8,-0.4,5.7,0.0,0.0,293.0,14.8,,1015.4,571.0,CHICAGO IL
2017-11-24,3.5,-0.9,9.6,0.0,0.0,224.0,14.8,,1015.0,558.0,CHICAGO IL
2017-11-25,7.5,2.9,14.0,0.0,0.0,211.0,17.3,,1007.1,523.0,CHICAGO IL
2017-11-26,8.4,2.4,10.2,0.0,0.0,267.0,24.8,,1008.1,509.0,CHICAGO IL
2017-11-27,3.7,-3.1,7.9,0.0,0.0,277.0,20.9,,1015.1,254.0,CHICAGO IL
2017-11-28,-1.0,-5.9,7.9,0.0,0.0,,14.8,,1028.5,557.0,CHICAGO IL
2017-11-29,9.4,2.9,15.7,0.0,0.0,268.0,26.6,,1018.2,370.0,CHICAGO IL
2017-11-30,3.4,-1.4,6.8,0.0,0.0,208.0,12.6,,1024.1,263.0,CHICAGO IL
2017-12-01,7.5,2.9,10.2,2.3,0.0,309.0,16.6,,1019.7,262.0,CHICAGO IL
2017-12-02,3.5,0.7,5.7,0.0,0.0,,8.3,,1025.2,33.0,CHICAGO IL
2017-12-03,3.7,0.7,6.3,0.0,0.0,352.0,7.9,,1024.2,172.0,CHICAGO IL
2017-12-04,3.4,0.2,5.7,0.0,0.0,39.0,11.5,,1030.6,522.0,CHICAGO IL
2017-12-05,4.8,2.9,14.6,2.0,0.0,158.0,25.6,,1023.5,0.0,CHICAGO IL
2017-12-06,10.2,1.8,14.0,11.7,0.0,246.0,22.7,,1010.9,160.0,CHICAGO IL
2017-12-07,3.5,0.2,7.9,0.0,0.0,253.0,18.4,,1013.0,540.0,CHICAGO IL
2017-12-08,2.2,-0.9,3.5,0.0,0.0,237.0,15.5,,1016.0,116.0,CHICAGO IL
2017-12-09,1.1,-0.9,2.4,16.8,0.0,320.0,12.2,,1011.2,0.0,CHICAGO IL
2017-12-10,0.3,-0.9,2.9,0.8,130.0,264.0,19.8,,1008.5,384.0,CHICAGO IL
2017-12-11,0.8,-0.4,3.5,0.0,80.0,261.0,15.1,,1015.0,301.0,CHICAGO IL
2017-12-12,3.4,0.2,7.4,1.0,50.0,138.0,18.4,,1003.1,0.0,CHICAGO IL
2017-12-13,-2.4,-5.9,1.8,0.0,30.0,270.0,33.8,,993.2,372.0,CHICAGO IL
2017-12-14,-4.6,-7.5,-1.4,0.0,30.0,273.0,23.8,,1005.9,257.0,CHICAGO IL
2017-12-15,-6.1,-8.6,-3.1,0.0,30.0,230.0,11.9,,1015.6,11.0,CHICAGO IL
2017-12-16,-3.1,-5.9,0.7,0.0,30.0,273.0,22.0,,1013.5,382.0,CHICAGO IL
2017-12-17,-4.1,-7.0,-0.9,0.0,30.0,310.0,15.5,,1024.1,425.0,CHICAGO IL
2017-12-18,-3.1,-5.9,2.9,0.0,30.0,,5.8,,1018.6,11.0,CHICAGO IL
2017-12-19,4.1,0.7,10.2,0.0,30.0,226.0,18.4,,1007.1,185.0,CHICAGO IL
2017-12-20,5.9,-0.9,7.9,0.0,0.0,280.0,25.2,,1008.2,447.0,CHICAGO IL
2017-12-21,-1.1,-3.6,0.2,0.0,0.0,325.0,16.2,,1020.9,533.0,CHICAGO IL
2017-12-22,-3.2,-5.3,2.9,2.5,0.0,27.0,14.4,,1026.7,0.0,CHICAGO IL
2017-12-23,-1.5,-4.2,5.7,14.7,0.0,311.0,12.6,,1014.0,0.0,CHICAGO IL
2017-12-24,1.7,-0.4,3.5,0.0,0.0,343.0,18.0,,1020.0,191.0,CHICAGO IL
2017-12-25,0.3,-5.3,2.9,11.2,0.0,304.0,30.6,,,98.0,CHICAGO IL
2017-12-26,-4.0,-7.5,-3.1,0.0,80.0,264.0,24.5,,1024.9,529.0,CHICAGO IL
2017-12-27,-8.4,-11.4,-7.0,0.0,80.0,279.0,21.6,,1030.0,519.0,CHICAGO IL
2017-12-28,-12.5,-15.3,-11.4,0.0,50.0,289.0,27.7,,1028.0,546.0,CHICAGO IL
2017-12-29,-14.6,-17.0,-10.3,0.0,50.0,289.0,18.7,,1023.5,164.0,CHICAGO IL
2017-12-30,-12.1,-14.7,-8.1,0.3,50.0,270.0,13.7,,1017.1,16.0,CHICAGO IL
2017-12-31,-11.7,-15.9,-10.9,0.0,80.0,293.0,24.8,,1019.2,175.0,CHICAGO IL
2018-01-01,-15.1,-18.1,-10.9,0.0,50.0,294.0,26.3,,1023.6,538.0,CHICAGO IL
2018-01-02,-12.7,-15.9,-7.5,0.0,50.0,267.0,20.5,,1024.6,402.0,CHICAGO IL
2018-01-03,-6.6,-9.2,-2.0,0.0,50.0,226.0,15.1,,1023.7,430.0,CHICAGO IL
2018-01-04,-4.0,-5.9,-1.4,34.3,50.0,339.0,36.4,,997.3,0.0,CHICAGO IL
2018-01-05,-8.2,-14.7,-4.7,0.0,430.0,269.0,40.0,,997.6,431.0,CHICAGO IL
2018-01-06,-13.5,-17.5,-11.4,0.0,430.0,276.0,35.3,,1014.6,554.0,CHICAGO IL
2018-01-07,-15.5,-19.2,-8.6,0.0,430.0,264.0,25.9,,1029.2,549.0,CHICAGO IL
2018-01-08,-4.7,-8.6,1.3,0.0,380.0,224.0,27.0,,1018.9,6.0,CHICAGO IL
2018-01-09,1.4,-0.9,5.7,0.0,360.0,258.0,22.3,,1017.3,356.0,CHICAGO IL
2018-01-10,-0.8,-4.2,1.8,0.0,280.0,,11.9,,1030.3,553.0,CHICAGO IL
